,AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,SALES_PRICE,HOUSE_AGE
1381,Karapakkam,694,32,1,1,2,AdjLand,No,Commercial,NoSeWa,Gravel,I,6936250,12775
1382,Adyar,1175,69,1,1,3,Normal Sale,Yes,Others,ELO,Paved,RL,10732635,10585
1383,Anna Nagar,1846,62,2,1,5,AdjLand,No,Commercial,NoSeWa,Paved,RL,20244990,15330
1384,KK Nagar,1428,17,2,1,4,Family,Yes,Commercial,NoSeWa,Paved,RH,12964940,2555
1385,Adyar,824,46,1,1,3,Family,Yes,Others,AllPub,Paved,I,7881135,10585
1386,Velachery,1637,157,2,1,4,Family,Yes,Commercial,NoSeWa,Gravel,C,13460460,13870
1387,KK Nagar,2189,144,3,2,5,AdjLand,Yes,Others,AllPub,Gravel,RL,13791820,4380
1388,Adyar,1128,123,1,1,3,Partial,Yes,House,AllPub,No Access,RM,9662810,12410
1389,Karapakkam,1213,22,1,1,3,Normal Sale,No,House,NoSeWa,Paved,RL,6918250,12045
1390,Velachery,1984,138,3,2,5,AbNormal,Yes,Commercial,NoSeWa,Gravel,C,15679400,12775
1391,Adyar,680,126,1,1,2,AdjLand,Yes,Commercial,ELO,Paved,A,8588630,8030
1392,Velachery,1508,54,2,1,4,Partial,No,House,ELO,Paved,I,6890790,17155
1393,Anna Nagar,2000,102,2,1,5,Family,No,Commercial,ELO,Paved,RL,20926890,15330
1394,Anna Nagar,1538,187,1,1,4,Family,Yes,Commercial,AllPub,Gravel,RM,19964360,4745
1395,T Nagar,1723,19,1,1,4,AdjLand,Yes,House,NoSeWa,No Access,RL,12565070,13140
1396,Chrompet,1161,58,1,1,3,Family,Yes,Others,ELO,Paved,RM,10586920,12045
1397,Velachery,1676,34,2,1,4,Partial,Yes,Others,AllPub,Gravel,A,9089160,10220
1398,T Nagar,1749,4,1,1,4,Family,No,House,NoSeWa,Paved,RH,11351890,6205
1399,KK Nagar,2199,200,3,2,5,Partial,Yes,House,NoSeWa,Gravel,RM,12761560,6570
1400,Chrompet,1101,30,1,1,3,Family,No,House,ELO,Gravel,RM,8982400,14600
1401,Adyar,1240,5,2,2,4,Partial,Yes,Others,NoSeWa,Paved,RH,10636820,2920
1402,Adyar,1266,7,2,2,4,Family,No,Others,NoSeWa,Gravel,A,8122870,13870
1403,Chrompet,1021,159,1,1,3,AbNormal,Yes,Others,NoSeWa,Paved,RH,9315520,3285
1404,Velachery,1713,72,2,1,4,Normal Sale,Yes,House,NoSeWa,Paved,A,7897470,13140
1405,Velachery,1563,158,2,1,4,Partial,No,House,AllPub,No Access,A,5613270,13140
1406,Chrompet,889,133,1,1,3,Family,No,Commercial,NoSeWa,Gravel,RM,12146250,5475
1407,Velachery,1925,17,3,2,5,AdjLand,Yes,Others,NoSeWa,Gravel,C,11055190,9855
1408,KK Nagar,1791,107,3,2,5,AdjLand,No,House,NoSeWa,Gravel,RL,10434260,8395
1409,Chrompet,910,178,1,1,3,Normal Sale,Yes,House,NoSeWa,Paved,RM,9186250,8395
1410,KK Nagar,2450,78,4,2,6,Normal Sale,No,House,NoSeWa,Gravel,RH,11638240,4380
1411,KK Nagar,1763,155,2,1,4,Family,Yes,Others,AllPub,Paved,RH,10388400,9855
1412,Chrompet,1170,5,1,1,3,AbNormal,No,Commercial,AllPub,Paved,RH,12448500,13870
1413,Adyar,1294,26,2,2,4,Partial,Yes,House,NoSeWa,Gravel,RH,10383300,7300
1414,KK Nagar,1386,101,2,1,4,Partial,Yes,Commercial,NoSeWa,Paved,RM,13800700,1825
1415,Karapakkam,1506,156,2,2,4,AdjLand,Yes,House,ELO,No Access,C,6450250,12775
1416,Anna Nagar,1830,33,2,1,5,AbNormal,No,Commercial,NoSeWa,Gravel,RM,20787310,15695
1417,Chrompet,744,112,1,1,2,AbNormal,Yes,House,ELO,No Access,RH,6481200,10220
1418,Chrompet,1298,75,2,1,4,Partial,Yes,House,NoSeWa,No Access,RL,9719400,1460
1419,Anna Nagar,1615,181,1,1,4,AbNormal,No,House,ELO,No Access,RH,9845950,10950
1420,KK Nagar,1964,35,3,2,5,Family,No,House,NoSeWa,Paved,RL,10084580,6935
1421,Chrompet,812,21,1,1,3,Normal Sale,No,House,AllPub,No Access,RL,7226100,3650
1422,Adyar,1270,70,2,2,4,AdjLand,Yes,Commercial,NoSeWa,Paved,C,14569565,4015
1423,Karapakkam,1045,59,1,1,3,Normal Sale,No,House,NoSeWa,No Access,A,3574750,12775
1424,Chrompet,1093,51,1,1,3,AbNormal,No,House,NoSeWa,No Access,RM,8750400,4380
1425,Chrompet,934,29,1,1,3,Family,No,Others,NoSeWa,No Access,RH,7151680,5110
1426,Velachery,1617,171,2,1,4,Family,No,House,NoSeWa,No Access,RM,8528890,15330
1427,Velachery,1994,87,3,2,5,Normal Sale,No,House,NoSeWa,No Access,I,8376880,10585
1428,Velachery,1759,8,2,1,4,AdjLand,Yes,House,NoSeWa,Gravel,RM,11978830,10585
1429,KK Nagar,1968,126,3,2,5,AbNormal,Yes,Others,NoSeWa,Gravel,RM,13053180,4015
1430,Karapakkam,785,103,1,1,2,Family,No,Others,NoSeWa,No Access,I,4146875,11680
1431,Velachery,1956,11,3,2,5,AbNormal,No,Others,NoSeWa,Paved,C,9566290,6205
1432,Karapakkam,1042,27,1,1,3,Family,No,Others,NoSeWa,Gravel,C,5998500,1825
1433,Anna Nagar,1566,21,1,1,4,Family,No,Others,NoSeWa,No Access,RL,11470100,9490
1434,KK Nagar,1380,167,2,1,4,Family,No,Commercial,AllPub,Gravel,RH,12076560,10220
1435,Karapakkam,1047,52,1,1,3,AbNormal,Yes,House,AllPub,Gravel,I,6794000,18250
1436,Chrompet,975,80,1,1,3,Family,No,House,NoSeWa,Paved,RL,8074850,4015
1437,Chrompet,1036,152,1,1,3,Normal Sale,No,House,NoSeWa,No Access,RM,8313550,6205
1438,Anna Nagar,1960,56,2,1,5,Partial,No,Others,NoSeWa,Paved,RH,12976220,13140
1439,KK Nagar,2438,153,4,2,6,Normal Sale,No,House,NoSeWa,Paved,RL,11871500,1825
1440,T Nagar,1752,163,1,1,4,Normal Sale,No,Others,NoSeWa,No Access,RH,11987190,8760
1441,Chrompet,1272,192,2,1,4,AbNormal,No,Others,ELO,Paved,RH,9065140,9490
1442,Adyar,784,17,1,1,2,AdjLand,No,House,NoSeWa,Gravel,RM,9044045,8395
1443,KK Nagar,2461,184,4,2,6,Partial,No,Others,NoSeWa,Gravel,RL,12712980,10220
1444,Chrompet,911,98,1,1,3,Partial,No,Commercial,AllPub,Paved,RM,11507600,10220
1445,KK Nagar,2330,1,4,2,6,Normal Sale,Yes,Commercial,NoSeWa,Gravel,RM,19768320,5840
1446,Velachery,1673,86,2,1,4,AdjLand,No,House,ELO,No Access,RL,8483250,16425
1447,Chrompet,1171,10,1,1,3,AdjLand,No,Commercial,AllPub,No Access,RM,14035050,2555
1448,Velachery,1966,60,3,2,5,AbNormal,No,House,NoSeWa,Gravel,C,9343170,2190
1449,Karapakkam,850,125,1,1,2,Family,Yes,Commercial,AllPub,Gravel,A,7039250,17155
1450,Anna Nagar,1622,37,1,1,4,Normal Sale,No,House,NoSeWa,Gravel,RH,11308830,8760
1451,Velachery,1938,5,3,2,5,AdjLand,No,House,AllPub,Gravel,RM,11554330,12410
1452,Anna Nagar,1867,138,2,1,5,Family,Yes,House,NoSeWa,Paved,RL,13507780,8760
1453,Adyar,791,72,1,1,2,AdjLand,Yes,Others,NoSeWa,No Access,A,6387040,5840
1454,Anna Nagar,1958,82,2,1,5,Family,No,Commercial,NoSeWa,No Access,RH,19801690,8030
1455,Anna Nagar,1601,108,1,1,4,AbNormal,No,Others,NoSeWa,Gravel,RL,12646540,13870
1456,Karapakkam,1617,160,2,2,4,AdjLand,Yes,Commercial,NoSeWa,Gravel,RM,14486250,12775
1457,Chrompet,1015,105,1,1,3,Normal Sale,No,Commercial,NoSeWa,Paved,RL,11677750,13505
1458,T Nagar,1572,111,1,1,4,Partial,Yes,House,ELO,Gravel,RL,12274630,10585
1459,T Nagar,1924,139,2,1,5,Family,No,Others,AllPub,Paved,RL,13780460,11680
1460,T Nagar,1848,33,2,1,5,AdjLand,No,Others,ELO,Paved,RM,14772160,5840
1461,Chrompet,1238,34,2,1,4,Partial,Yes,House,NoSeWa,Gravel,RH,10064150,1825
1462,T Nagar,1556,188,1,1,4,Normal Sale,Yes,House,NoSeWa,No Access,RM,12215170,9490
1463,Anna Nagar,1543,97,1,1,4,Normal Sale,Yes,Commercial,NoSeWa,No Access,RL,18080410,4745
1464,Anna Nagar,1534,7,1,1,4,AbNormal,No,Commercial,NoSeWa,Paved,RL,17311570,9490
1465,KK Nagar,1635,46,2,1,4,Partial,No,House,NoSeWa,Paved,RL,8908220,4015
1466,KK Nagar,1450,120,2,1,4,Family,Yes,Others,NoSeWa,Gravel,RL,10613220,4015
1467,Chrompet,1117,152,1,1,3,Family,No,Others,AllPub,Paved,RH,8282640,13505
1468,Chrompet,953,18,1,1,3,Partial,Yes,House,NoSeWa,No Access,RL,8050150,7665
1469,Chrompet,742,7,1,1,2,Family,Yes,House,NoSeWa,No Access,RL,7439700,5110
1470,Karapakkam,820,63,1,1,2,Family,Yes,House,ELO,No Access,I,5435750,1825
1471,Anna Nagar,1895,194,2,1,5,Family,Yes,House,NoSeWa,Gravel,RL,13770420,11315
1472,Anna Nagar,1717,199,1,1,4,Family,Yes,Commercial,NoSeWa,Paved,RM,20330350,10950
1473,Chrompet,790,166,1,1,2,AdjLand,Yes,Others,NoSeWa,Gravel,RH,8664000,12410
1474,Velachery,1885,156,3,2,5,AdjLand,Yes,Commercial,NoSeWa,Paved,RL,16410600,20075
1475,Velachery,1749,181,2,1,4,Normal Sale,Yes,Others,AllPub,Paved,RM,12403030,3285
1476,Karapakkam,734,151,1,1,2,AdjLand,No,House,NoSeWa,Gravel,RL,6702250,6935
1477,Karapakkam,1624,3,2,2,4,Normal Sale,No,House,NoSeWa,No Access,A,5383250,8395
1478,Adyar,953,63,1,1,3,Partial,Yes,Others,NoSeWa,Paved,I,8233645,8395
1479,Chrompet,967,158,1,1,3,Partial,Yes,Others,ELO,Paved,RH,8249290,12410
1480,Chrompet,961,15,1,1,3,AdjLand,No,House,NoSeWa,Gravel,RL,8720250,6935
1481,Karapakkam,1034,73,1,1,3,AbNormal,Yes,Others,NoSeWa,No Access,I,6117000,9855
1482,Velachery,1940,89,3,2,5,Family,No,House,ELO,Paved,RM,10771580,3285
1483,Chrompet,753,150,1,1,2,Family,No,Commercial,ELO,Gravel,RH,9264900,13870
1484,Karapakkam,755,76,1,1,2,AdjLand,No,Commercial,NoSeWa,Paved,I,6789000,10220
1485,Anna Nagar,1971,72,2,1,5,AdjLand,No,Commercial,ELO,No Access,RM,21266520,14965
1486,Chrompet,1026,29,1,1,3,AdjLand,Yes,Commercial,AllPub,Paved,RH,12798800,11680
1487,Karapakkam,1375,151,2,2,4,AbNormal,No,Others,NoSeWa,Paved,A,5643625,9490
1488,Karapakkam,728,97,1,1,2,AdjLand,No,House,NoSeWa,No Access,A,2939750,12045
1489,Anna Nagar,1807,70,2,1,5,AdjLand,No,Others,ELO,No Access,RL,13003580,9490
1490,Karapakkam,1333,31,2,2,4,Partial,No,Commercial,NoSeWa,No Access,RH,9718500,2190
1491,Chrompet,1093,142,1,1,3,AbNormal,Yes,House,AllPub,Paved,RL,9491150,9125
1492,Adyar,1191,152,1,1,3,Partial,No,Others,NoSeWa,Paved,C,7741945,8395
1493,T Nagar,1984,156,2,1,5,AdjLand,Yes,Others,AllPub,Gravel,RL,16766120,1825
1494,Karapakkam,888,9,1,1,2,Normal Sale,Yes,House,NoSeWa,Gravel,I,6422750,12045
1495,Chrompet,1100,102,1,1,3,AbNormal,Yes,Commercial,NoSeWa,Gravel,RM,14826000,8760
1496,Chrompet,1294,90,2,1,4,AbNormal,Yes,Commercial,NoSeWa,Gravel,RH,15199400,7300
1497,Velachery,1904,89,3,2,5,AdjLand,No,Others,ELO,Paved,RH,10058510,19345
1498,Karapakkam,1045,34,1,1,3,Family,Yes,Others,ELO,Paved,RM,8563875,6570
1499,Karapakkam,1253,200,1,1,3,Partial,No,House,NoSeWa,Paved,I,6036750,2555
1500,KK Nagar,1472,138,2,1,4,AbNormal,No,Commercial,NoSeWa,Gravel,RL,13185700,9125
1501,Anna Nagar,1765,97,1,1,4,Family,No,Commercial,AllPub,Gravel,RM,20325440,13505
1502,T Nagar,1634,65,1,1,4,AbNormal,Yes,House,NoSeWa,Gravel,RM,13427670,11315
1503,KK Nagar,1823,52,3,2,5,Family,Yes,Commercial,AllPub,Gravel,RL,16142300,9125
1504,KK Nagar,2404,71,4,2,6,Partial,Yes,Others,AllPub,Paved,RL,13526040,2920
1505,Chrompet,985,2,1,1,3,AdjLand,No,House,AllPub,Gravel,RM,9573450,9855
1506,Chrompet,826,116,1,1,3,Family,Yes,House,AllPub,Paved,RM,9140400,7300
1507,Chrompet,705,110,1,1,2,AdjLand,No,House,AllPub,Paved,RL,7495700,6570
1508,Chrompet,987,9,1,1,3,Partial,No,House,NoSeWa,No Access,RL,7415850,4015
1509,KK Nagar,1625,100,2,1,4,AdjLand,Yes,Others,NoSeWa,Paved,RH,10232060,10220
1510,Velachery,1729,56,2,1,4,Partial,Yes,House,AllPub,No Access,A,7485650,5475
1511,Anna Nagar,1791,165,1,1,4,AbNormal,Yes,Commercial,NoSeWa,Paved,RH,20234860,2920
1512,Chrompet,1019,16,1,1,3,Normal Sale,Yes,Others,AllPub,Gravel,RL,10315780,7665
1513,Chrompet,1212,43,2,1,4,Normal Sale,No,Commercial,NoSeWa,No Access,RH,12383200,10220
1514,Adyar,1234,129,2,2,4,Normal Sale,No,Others,AllPub,No Access,A,7415240,5840
1515,Karapakkam,850,114,1,1,2,Normal Sale,No,Others,ELO,No Access,A,3561750,2920
1516,Adyar,662,138,1,1,2,AdjLand,Yes,Commercial,NoSeWa,Gravel,A,8848105,9855
1517,Karapakkam,1555,113,2,2,4,Normal Sale,No,Commercial,NoSeWa,No Access,A,8745500,13870
1518,Anna Nagar,1711,7,1,1,4,Family,Yes,House,ELO,No Access,RH,11216030,10585
1519,Chrompet,1064,68,1,1,3,AbNormal,Yes,Commercial,AllPub,No Access,RM,13216400,13140
1520,Chrompet,816,123,1,1,3,Normal Sale,Yes,House,NoSeWa,No Access,RM,8227800,11680
1521,Adyar,1252,15,2,2,4,Family,Yes,House,ELO,No Access,I,8529780,4380
1522,Velachery,1917,200,3,2,5,AbNormal,No,House,ELO,No Access,I,8027460,10220
1523,Chrompet,1013,63,1,1,3,AbNormal,Yes,House,AllPub,Gravel,RM,10431150,6205
1524,Chrompet,1080,4,1,1,3,Family,No,House,NoSeWa,No Access,RM,8319100,5110
1525,Karapakkam,627,154,1,1,2,AdjLand,No,Others,NoSeWa,No Access,RM,6231125,3650
1526,Chrompet,1058,200,1,1,3,Partial,Yes,Commercial,ELO,Paved,RH,12197050,9855
1527,Chrompet,951,117,1,1,3,Partial,No,Commercial,NoSeWa,Gravel,RL,11621350,9125
1528,Anna Nagar,1823,45,2,1,5,AdjLand,No,Others,AllPub,Paved,RH,13450260,7665
1529,Karapakkam,575,86,1,1,2,Family,No,House,AllPub,Gravel,A,3975250,3285
1530,Chrompet,737,93,1,1,2,AbNormal,Yes,Commercial,NoSeWa,No Access,RH,9455450,9855
1531,Adyar,706,23,1,1,2,AbNormal,No,Others,ELO,Paved,A,5054675,9125
1532,Karapakkam,1109,7,1,1,3,Normal Sale,No,House,NoSeWa,Gravel,A,5205500,8760
1533,Chrompet,1211,170,2,1,4,AdjLand,No,House,ELO,Gravel,RH,9212250,4015
1534,Karapakkam,1450,114,2,2,4,Normal Sale,No,House,NoSeWa,Gravel,I,6890250,14235
1535,Adyar,1277,48,2,2,4,Partial,No,Commercial,ELO,Gravel,I,13606320,10220
1536,T Nagar,1568,120,1,1,4,AdjLand,No,Others,AllPub,Gravel,RH,12802880,6205
1537,Adyar,995,16,1,1,3,AbNormal,No,Commercial,AllPub,Gravel,RH,12171985,14235
1538,Karapakkam,1304,80,1,1,3,AbNormal,Yes,Others,NoSeWa,Paved,C,6721500,13870
1539,Karapakkam,561,115,1,1,2,Family,No,House,AllPub,Gravel,I,4703750,12775
1540,Karapakkam,831,63,1,1,2,AdjLand,No,House,NoSeWa,Gravel,RH,6083250,12045
1541,Anna Nagar,1811,143,2,1,5,Family,Yes,House,NoSeWa,Gravel,RL,13510040,9855
1542,KK Nagar,1563,122,2,1,4,AbNormal,No,Commercial,NoSeWa,Paved,RM,13840180,6935
1543,Chrompet,1107,36,1,1,3,Partial,No,Commercial,NoSeWa,Gravel,RL,13282450,2555
1544,Chrompet,910,10,1,1,3,Partial,No,House,ELO,Gravel,RL,7847750,7665
1545,T Nagar,1512,163,1,1,4,Partial,Yes,Commercial,AllPub,Paved,RL,18531240,2555
1546,Chrompet,1061,141,1,1,3,AdjLand,Yes,Others,NoSeWa,Paved,RM,10485020,12775
1547,Velachery,1851,100,3,2,5,Partial,No,Others,ELO,Paved,RM,11144770,5840
1548,Anna Nagar,1655,157,1,1,4,AbNormal,Yes,Commercial,NoSeWa,Gravel,RM,20586630,8760
1549,Karapakkam,895,44,1,1,3,AdjLand,No,House,ELO,Gravel,I,5437500,17520
1550,Karapakkam,1192,146,1,1,3,AdjLand,No,Others,ELO,Paved,RM,8629750,3285
1551,Velachery,1670,197,2,1,4,Partial,No,Others,NoSeWa,No Access,RH,8147530,14235
1552,Anna Nagar,1532,153,1,1,4,Normal Sale,No,House,AllPub,Paved,RL,11301300,9125
1553,Velachery,1896,188,3,2,5,Family,No,Others,AllPub,No Access,RH,9911860,4745
1554,Karapakkam,1296,166,1,1,3,Partial,Yes,Others,AllPub,No Access,C,6537250,4015
1555,KK Nagar,2045,161,3,2,5,Family,Yes,Commercial,NoSeWa,Paved,RL,16957260,4745
1556,Adyar,722,22,1,1,2,Partial,No,House,NoSeWa,Paved,C,5310935,3285
1557,Adyar,637,197,1,1,2,Partial,Yes,Commercial,AllPub,Paved,RL,10576965,4015
1558,Velachery,1519,109,2,1,4,Partial,Yes,Commercial,AllPub,No Access,RH,12682380,16060
1559,Karapakkam,1107,41,1,1,3,AbNormal,No,House,NoSeWa,Gravel,A,4462000,16790
1560,Anna Nagar,1788,113,1,1,4,Partial,Yes,House,AllPub,Paved,RM,13581650,9125
1561,Karapakkam,923,75,1,1,3,Family,Yes,Commercial,NoSeWa,Paved,A,7346750,4745
1562,Chrompet,1261,181,2,1,4,AdjLand,Yes,House,NoSeWa,Paved,RH,9822750,7665
1563,T Nagar,1773,182,1,1,4,Normal Sale,No,Others,NoSeWa,Gravel,RM,14101250,12045
1564,Chrompet,1104,124,1,1,3,Partial,Yes,Others,AllPub,Paved,RH,9718230,1825
1565,Chrompet,883,31,1,1,3,AdjLand,No,House,NoSeWa,No Access,RM,7781350,13505
1566,Karapakkam,1639,7,2,2,4,AdjLand,Yes,Others,NoSeWa,No Access,RH,8793625,13870
1567,Karapakkam,910,190,1,1,3,AdjLand,No,Others,AllPub,Paved,I,5602750,18250
1568,Karapakkam,1572,152,2,2,4,AdjLand,Yes,Others,NoSeWa,No Access,A,6714500,17520
1569,KK Nagar,1854,139,3,2,5,Partial,Yes,Others,NoSeWa,Paved,RH,10948060,3285
1570,Karapakkam,1219,27,1,1,3,Family,Yes,Others,NoSeWa,No Access,C,5943875,12775
1571,Adyar,1033,18,1,1,3,Family,Yes,House,NoSeWa,Paved,I,8023795,12045
1572,Adyar,861,153,1,1,3,AdjLand,Yes,House,ELO,Paved,C,7587075,1825
1573,Chrompet,963,170,1,1,3,Family,Yes,House,NoSeWa,Paved,RH,7944000,13140
1574,Velachery,1537,71,2,1,4,Family,No,Others,AllPub,Gravel,A,7468400,16425
1575,Karapakkam,1579,118,2,2,4,Family,No,Commercial,AllPub,Paved,A,9343500,16790
1576,T Nagar,1925,35,2,1,5,Partial,Yes,House,ELO,Paved,RH,12688340,9855
1577,Karapakkam,1584,86,2,2,4,AbNormal,No,Commercial,NoSeWa,No Access,I,10495250,4015
1578,T Nagar,1829,31,2,1,5,Family,Yes,House,NoSeWa,Paved,RM,14229060,2920
1579,Velachery,1761,5,2,1,4,AbNormal,No,Commercial,NoSeWa,No Access,A,11360310,19345
1580,Karapakkam,1204,150,1,1,3,AbNormal,Yes,Others,NoSeWa,No Access,RH,7452250,7665
1581,Chrompet,1165,108,1,1,3,Partial,No,House,NoSeWa,No Access,RM,8196250,14235
1582,Chrompet,1109,48,1,1,3,AdjLand,No,House,ELO,Paved,RL,8713900,6570
1583,Chrompet,818,66,1,1,3,AdjLand,Yes,Commercial,AllPub,Paved,RH,11752250,2555
1584,T Nagar,1600,153,1,1,4,Partial,No,House,ELO,Gravel,RM,12213120,4015
1585,Karapakkam,1170,160,1,1,3,AdjLand,No,Others,NoSeWa,Paved,RM,8322500,10585
1586,Chrompet,1288,78,2,1,4,Family,No,House,NoSeWa,No Access,RM,8935000,10220
1587,Anna Nagar,1598,104,1,1,4,Family,Yes,House,NoSeWa,Gravel,RM,13358600,9125
1588,Chrompet,722,142,1,1,2,Family,No,Others,AllPub,Paved,RH,6494240,12410
1589,Chrompet,798,172,1,1,2,Partial,No,House,AllPub,No Access,RL,6486150,9125
1590,Karapakkam,933,15,1,1,3,Normal Sale,Yes,Commercial,AllPub,Gravel,C,8745000,7300
1591,Chrompet,1086,124,1,1,3,AdjLand,Yes,Commercial,ELO,Paved,RL,14021800,1460
1592,KK Nagar,1952,0,3,2,5,AdjLand,No,House,NoSeWa,Paved,RH,9671160,10220
1593,Chrompet,1052,113,1,1,3,Partial,No,Others,NoSeWa,Paved,RH,7871490,12775
1594,Velachery,1786,22,2,1,4,Partial,No,Commercial,NoSeWa,Paved,RH,14205080,5110
1595,Karapakkam,1652,107,2,2,4,AdjLand,No,Others,NoSeWa,Paved,A,7014500,2920
1596,Karapakkam,1607,105,2,2,4,Partial,Yes,House,NoSeWa,Paved,A,6227250,16425
1597,Chrompet,1229,20,2,1,4,AbNormal,No,House,AllPub,No Access,RH,7946950,9125
1598,T Nagar,1902,130,2,1,5,AbNormal,No,Commercial,AllPub,Paved,RH,20181980,10585
1599,Velachery,1677,22,2,1,4,Normal Sale,No,Commercial,AllPub,Gravel,A,12695370,9490
1600,Chrompet,979,9,1,1,3,AdjLand,Yes,House,NoSeWa,No Access,RL,8959150,3285
1601,Adyar,655,25,1,1,2,Family,No,Commercial,ELO,No Access,RH,7924640,13140
1602,Chrompet,947,110,1,1,3,Family,Yes,Commercial,ELO,Paved,RL,11867800,14600
1603,Velachery,1882,179,3,2,5,Partial,No,Commercial,ELO,Paved,A,12402070,18615
1604,Chrompet,963,97,1,1,3,Partial,Yes,House,NoSeWa,No Access,RL,8260400,5840
1605,Chrompet,1055,7,1,1,3,Normal Sale,Yes,Commercial,NoSeWa,No Access,RH,12069000,7300
1606,Karapakkam,1390,6,2,2,4,Partial,No,Others,NoSeWa,No Access,I,5940500,14235
1607,Velachery,1599,65,2,1,4,AdjLand,Yes,Others,NoSeWa,No Access,A,7989570,11315
1608,Karapakkam,1591,184,2,2,4,Normal Sale,No,House,ELO,Paved,RM,8791000,8030
1609,Karapakkam,1265,81,1,1,3,Family,Yes,Commercial,ELO,Paved,I,10027000,8760
1610,Adyar,870,5,1,1,3,AbNormal,Yes,Commercial,AllPub,Paved,I,11111010,12410
1611,Adyar,1122,178,1,1,3,Normal Sale,Yes,Others,AllPub,No Access,C,8599095,4745
1612,Adyar,613,172,1,1,2,AbNormal,Yes,Others,NoSeWa,Paved,I,6703210,12410
1613,Velachery,1670,52,2,1,4,AbNormal,Yes,House,ELO,Paved,A,8153390,4380
1614,KK Nagar,1338,116,2,1,4,Normal Sale,No,Commercial,AllPub,Gravel,RL,12846980,3285
1615,KK Nagar,1319,129,1,1,3,AbNormal,No,Others,NoSeWa,Paved,RH,7826780,10950
1616,KK Nagar,1710,130,2,1,4,Family,Yes,House,NoSeWa,Paved,RM,10978140,2555
1617,Anna Nagar,1938,71,2,1,5,Partial,Yes,House,ELO,No Access,RH,11802180,16060
1618,Karapakkam,1058,39,1,1,3,Normal Sale,Yes,Others,NoSeWa,No Access,RM,8388500,6205
1619,Chrompet,1251,133,2,1,4,AbNormal,No,Commercial,AllPub,Gravel,RL,14239850,12775
1620,Anna Nagar,1710,32,1,1,4,Partial,No,Commercial,NoSeWa,Gravel,RH,18299980,14235
1621,Adyar,617,89,1,1,2,Partial,No,Others,NoSeWa,Paved,C,4917940,13140
1622,Adyar,916,107,1,1,3,Partial,No,Others,AllPub,Gravel,A,6177070,13870
1623,Chrompet,1027,47,1,1,3,Family,No,House,ELO,No Access,RM,7671200,13140
1624,Adyar,1223,99,2,2,4,Partial,No,Others,AllPub,No Access,A,6897450,10950
1625,KK Nagar,1422,113,2,1,4,Family,Yes,Commercial,NoSeWa,Paved,RM,13940580,6935
1626,Chrompet,1081,93,1,1,3,AbNormal,Yes,Commercial,AllPub,No Access,RH,12370100,9490
1627,Velachery,1603,138,2,1,4,AbNormal,Yes,Commercial,NoSeWa,Gravel,I,14102650,9125
1628,Anna Nagar,1762,3,1,1,4,AdjLand,Yes,Others,NoSeWa,Paved,RL,14682580,5840
1629,Adyar,1219,108,2,2,4,Family,No,House,NoSeWa,No Access,I,7400260,8760
1630,KK Nagar,1953,30,3,2,5,AbNormal,Yes,House,NoSeWa,Paved,RH,10288980,10585
1631,Karapakkam,1208,198,1,1,3,AbNormal,No,Others,NoSeWa,Gravel,C,6377750,7665
1632,Karapakkam,849,173,1,1,2,Partial,Yes,Commercial,NoSeWa,Paved,A,6312750,13505
1633,Karapakkam,522,95,1,1,2,AbNormal,No,House,AllPub,Gravel,C,4362750,6205
1634,Karapakkam,1610,195,2,2,4,Partial,No,Commercial,NoSeWa,Gravel,RL,12520250,11315
1635,KK Nagar,1945,72,3,2,5,AbNormal,Yes,House,NoSeWa,Gravel,RH,10834460,8395
1636,Adyar,884,161,1,1,3,Normal Sale,Yes,Others,NoSeWa,No Access,RM,9426345,8395
1637,Karapakkam,668,43,1,1,2,Partial,No,House,AllPub,Gravel,RH,5232500,18250
1638,Karapakkam,740,150,1,1,2,AbNormal,No,House,AllPub,Paved,RH,5283000,11680
1639,Adyar,1158,188,1,1,3,Family,Yes,Others,NoSeWa,Gravel,RH,10416480,11680
1640,Velachery,1840,21,3,2,5,AdjLand,Yes,Commercial,AllPub,Gravel,I,15715370,16790
1641,Chrompet,829,18,1,1,3,Normal Sale,Yes,House,NoSeWa,Gravel,RM,9179950,12045
1642,Anna Nagar,1650,22,1,1,4,AbNormal,No,Commercial,NoSeWa,No Access,RH,17115030,10585
1643,Anna Nagar,1663,64,1,1,4,Partial,No,Others,NoSeWa,Gravel,RL,12869560,7665
1644,Velachery,1913,164,3,2,5,Partial,No,House,NoSeWa,No Access,A,7030720,5840
1645,Velachery,1963,195,3,2,5,AbNormal,No,House,NoSeWa,Paved,C,8636980,3285
1646,T Nagar,1806,48,2,1,5,AdjLand,No,Others,NoSeWa,Paved,RM,14638800,7665
1647,Velachery,1630,78,2,1,4,Partial,No,House,AllPub,Gravel,A,7279480,8760
1648,Karapakkam,1016,69,1,1,3,AbNormal,No,House,NoSeWa,Gravel,A,4473750,12045
1649,T Nagar,1823,0,2,1,5,Partial,Yes,Commercial,ELO,No Access,RM,20527770,9490
1650,Chrompet,1185,92,1,1,3,AdjLand,No,Commercial,AllPub,No Access,RH,12387700,10950
1651,Karapakkam,1478,71,2,2,4,Normal Sale,No,House,ELO,No Access,A,4458750,17885
